label,tweet
Non_HS,rt @digebuk: moment of the day: ahok jadi wasit! \ud83e\udd23\ud83e\udd23\ud83e\udd23\n\n#debat2pilkadadki
Non_HS,rt @rezathfc: ahok melerai sylvi dan anies the best moment of #debat2pilkadadki
Non_HS,pilkada dki jangan pilih pki!! berbahaya!! pilih 1 atau 3 saja nu dukung polda bali usu... https:\/\/t.co\/v4198chkhz #debat2pilkadadki #imlek
Non_HS,rt @aniesbaswedan: ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berju\u2026 
Non_HS,"rt @gitamontolalu: kami ingin melayani karena \""rakyat adalah boss kami\"" #ahokdjarot #basukidjarot #debat2pilkadadki pls rt\u2026 "
Non_HS,rt @tweetparpol: ini harga per-berita wartawan yang dipelihara oleh pdip https:\/\/t.co\/e1s4uozeo7\n\n #debat2pilkadadki
Non_HS,rt @teddygusnaidi: yang dikiri dia pikir dia ariel yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 
Non_HS,rt @gunromli: sylviana kesyikan ngomong sendiri lupa bertanya anies keasyikan nyerang pake data2 yg salah ya ahok joged2 aja \ud83d\ude01 #debat2pil\u2026
Non_HS,rt @richardotio: bangkeeeeee.. siapa nih yang buat meme seperti ini? gw ngakak brutal sampai planet jupiter... hahahahaha..\u2026 
Non_HS,rt @adib_ajalah: akhirnya publik pun tau mna yg layak dan teruji @basuki_btp #debat2pilkadadki https:\/\/t.co\/nppxo6unzs
Non_HS,rt @jokoanwar: ahok: kami bukan saja rencana lawan ketidakadilan sosial dalam birokrasi. kami sudah lakukan. kami hilangkan pungli dsb. #d\u2026
Non_HS,semua orang sudah pintar kok jangan buang uang dan waktu sia sia #debat2pilkadadki
Non_HS,rt @kamvflase: setelah menyaksikan #debat2pilkadadki semalam siapa yang paling pantas untuk memimpin dki jakarta?
Non_HS,rt @pandji: ini artikel yg menjelaskan ternyata di #debat2pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce https:\/\/t.co\u2026
Non_HS,rt @jokoanwar: tiap ahok djarot ngomong nambah ilmu ya kita. #debat2pilkadadki https:\/\/t.co\/xwwrnalpbu
Non_HS,rt @kamvflase: setelah menyaksikan #debat2pilkadadki semalam siapa yang paling pantas untuk memimpin dki jakarta?
Non_HS,rt @erikarlebang: keren nih @aniesbaswedan menyerang masalah pendidikan dki terus. cerdas! kenapa gak jadi mendikbud aja ya?\n\n#debat2pilkad\u2026
Non_HS,rt @yusuflogen: ahok terkenal sbg gub tdk santun tp kok kesan saya si ahok paling santun ya hari ini dbanding agus dan anis #debat2pilkada\u2026
Non_HS,rt @rey231213: #debat2pilkadadki yang lain akan menanggulangi banjir   no 2 sudah menghilangkan.banjir
Non_HS,#debat2pilkadadki    akhirnya kita tahu maksud pak jokowi https:\/\/t.co\/enekh8hwhy
Non_HS,"rt @na_dirs: bentar lagi bakal muncul jadi trending topic: \""jadi pertanyaannya apa?\"" \ud83d\ude04 #debat2pilkadadki"
Non_HS,rt @aniesbaswedan: ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berju\u2026 
Non_HS,rt @michusa2000: ahok agus atau anis? atau pilih si anu? andalah yang menentukan #ahokoke #debat2pilkadadki #ahok2djarot\u2026 
Non_HS,rt @ochibi19: pak anies. kita paham 2thn tdk ckup buat jkrta sempurna pasti ada kkurngan. yg kita lihat itu progress jkt lebih baik.\n#deba\u2026
Non_HS,kl menurut pak @zul_hasan paslon mana yg penuh retorika atau teori dan paslon mana yg pisi misinya kerja nyata utk\u2026 https:\/\/t.co\/l7hxma7le5
Non_HS,"rt @gitamontolalu: kami ingin melayani karena \""rakyat adalah boss kami\"" #ahokdjarot #basukidjarot #debat2pilkadadki pls rt\u2026 "
Non_HS,rt @aniesbaswedan: ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berju\u2026 
Non_HS,rt @rey231213: #debat2pilkadadki  tiap debat isinya  .\n kami akan  akan akan  akan akan  .akan .. pilih yg sudah
Non_HS,ahok tetap naik jd gubernur\nsalam 2 jari.. #debat2pilkadadki
Non_HS,rt @aniesbaswedan: ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berju\u2026 
Non_HS,rt @erixputra: jadi pertanyaannya apa? dan ahok pun joged #debat2pilkadadki https:\/\/t.co\/ricyfbyogv
Non_HS,(analisis) mengapa ahok unggul 73\u2105 dan paling memuaskan pasca debat https:\/\/t.co\/njybrhjrcg #debat2pilkadadki
Non_HS,mungkin maksud paslon 1 sprt ini \ud83d\ude01\ud83d\ude01\ud83d\ude01\n\n#ahok #debat2pilkadadki \n#ahok2djarot https:\/\/t.co\/efayhvvl26
Non_HS,rt @jokoanwar: tiap ahok djarot ngomong nambah ilmu ya kita. #debat2pilkadadki https:\/\/t.co\/xwwrnalpbu
Non_HS,rt @de2mbem: hanya ahok djarot pantas pimpin jakarta !! https:\/\/t.co\/ol4eb6pvgb lewat #loguepilihbadja #debat2pilkadadki #ahok #antasari @b\u2026
Non_HS,"rt @yohanjie: ahok : \""gimana caranya membangun tanpa menggusur?\""\n\nanak pepo : \""geser dikit pak\""\n\ndikira angkot kali \ud83d\ude02\ud83d\ude02 #debat2pilkadadki"
Non_HS,rt @teddygusnaidi: para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan... mbok ya kalau tugas boleh tapi realistis\u2026 
Non_HS,rt @deelestari: momen tak terlupakan #debat2pilkadadki https:\/\/t.co\/ec3lotsk0r
Non_HS,"rt @yohanjie: ahok : \""gimana caranya membangun tanpa menggusur?\""\n\nanak pepo : \""geser dikit pak\""\n\ndikira angkot kali \ud83d\ude02\ud83d\ude02 #debat2pilkadadki"
Non_HS,rt @gitamontolalu: burung kutilang suka bernyanyi nyanyinya diatas peti yg lain cuma asal bunyi hanya no.2 yang kasih bukti\u2026 
Non_HS,rt @rdn_siregar: @tirtoid @jokoanwar orang tua yg benar2 kenal anak-anaknya wlpn banyak. #debat2pilkadadki #ahok2djarot
Non_HS,rt @jurnintelijen: paslon 2 dalam #debat2pilkadadki semakin ditekan dan dikritisi oleh paslon 1 dan 3  malah semakin menunjukkan kualitasn\u2026
Non_HS,rt @iankomeng: #debat2pilkadadki\n@aniesbaswedan coba deh buka mata dan hati lebar lebar dan legowo.\npak @jokowi pantas saja buang\u2026 
Non_HS,rt @rey231213: #debat2pilkadadki    akhirnya kita tahu maksud pak jokowi https:\/\/t.co\/enekh8hwhy
Non_HS,rt @kohyans: masyarakat di edukasi  jangan dibodohi . di beri solusi jangan berupa kesemuan janji . #debat2pilkadadki https:\/\/t.co\/jgp1vng\u2026
Non_HS,"gestur anies terlihat sinis dan sandi terlalu fokus soal kewirausahaan kebanyakan hanya bicara \""akan\"" dlm #debat2pilkadadki"
Non_HS,"#debat2pilkadadki\nmembangun jakarta bukan \""simsalabim\"". byangannya gampang nyatanya susah.\nhttps:\/\/t.co\/2vmitojgmg"
Non_HS,rt @figoantasena: anies: pertanyaannya apa ?? \nsylvi  : boleh geser dikit ??\nahok : \ud83e\udd14 ??\nagus : bisaaa !!\n#debat2pilkadadki #badja\u2026 
Non_HS,paslon 2 justru tenang &amp
Non_HS,rt @de2mbem: hanya ahok djarot pantas pimpin jakarta !! https:\/\/t.co\/ol4eb6pvgb lewat #loguepilihbadja #debat2pilkadadki #ahok #antasari @b\u2026
Non_HS,rt @teddygusnaidi: yang dikiri dia pikir dia ariel yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 
Non_HS,rt @gitamontolalu: burung kutilang suka bernyanyi nyanyinya diatas peti yg lain cuma asal bunyi hanya no.2 yang kasih bukti\u2026 
Non_HS,#debat2pilkadadki\npdhal prtnyaan pk ahok bagus.pnasran jg bgmn cara geser pmukiman &amp
Non_HS,rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 
Non_HS,rt @pandji: urutan pertama best moment #debat2pilkadadki : pak basuki misahin bu sylvie &amp
Non_HS,rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 
Non_HS,rt @emiratesprince: ahok tetap naik jd gubernur\nsalam 2 jari.. #debat2pilkadadki
Non_HS,rt @teddygusnaidi: yang dikiri dia pikir dia ariel yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 
Non_HS,2. bagus (terlihat dari hasil nyata). sangat menguasai masalah 'teknis'. sikap tegasnya memang kadang membawa korban.\n#debat2pilkadadki
Non_HS,prof.dr.hj ini tnyata lupa kl attitude itu imaging atau memang itu karakter asli yg muncul spontan #debat2pilkadadki https:\/\/t.co\/gwltxlqwri
Non_HS,rt @jurnintelijen: paslon 2 dalam #debat2pilkadadki semakin ditekan dan dikritisi oleh paslon 1 dan 3  malah semakin menunjukkan kualitasn\u2026
Non_HS,rt @zul_hasan: sebelum debat kompak dukung agus - sylvi. setelah #debat2pilkadadki makin solid dukung @agussylvidki || @sohibahy\u2026 
Non_HS,rt @pandji: urutan pertama best moment #debat2pilkadadki : pak basuki misahin bu sylvie &amp
Non_HS,rt @vampiremuslimah: #debat2pilkadadki \nlansia ibu-ibu dan wanita jakarta yang selayaknya dimuliakan bagi si terdakwa ahok cuma leluco\u2026 
Non_HS,rt @pandji: ini artikel yg menjelaskan ternyata di #debat2pilkadadki yg dapet respon positif di socmed adalah #aniessandiokoce https:\/\/t.co\u2026
Non_HS,rt @ronaldferdynand: hanya beliau yg berani menyatakan dirinya pelayan dan akan melayani masy dki sangat mulia terima kasih pak @basuki_b\u2026
Non_HS,rt @teddygusnaidi: yang dikiri dia pikir dia ariel yang ditengah dia pikir dia orangtua dan yang dikanan dia pikir dia tau.. hahaha!!\u2026 
Non_HS,rt @rizalwahid10: cara mas anies membuka sesi debat elegan dan keren banget #debat2pilkadadki #coblosanissandi
Non_HS,ide cerdas paslon 3 ingin memberikan subsidi kpd angkot bagus! jakarta &amp
Non_HS,"rt @gitamontolalu: kami ingin melayani karena \""rakyat adalah boss kami\"" #ahokdjarot #basukidjarot #debat2pilkadadki pls rt\u2026 "
Non_HS,rt @handokotw07: ikutan yuk! #memotretjakartabaru  \n\nkita pilih ahy #sologreatsale gong xi fa cai #debat2pilkadadki https:\/\/t.co\/dj5hi\u2026
Non_HS,@gunromli agus berandai memukul anis punya 1000 jurus latihan cuma sekali ahok  punya satu pukulan di latihn 1000 kali #debat2pilkadadki
Non_HS,semakin ahok-djarot dikritik dan ditelan justru semakin membuktikan kebenaran kinerjanya\n#debat2pilkadadki
Non_HS,rt @chocoliq: berasa kan manfaat nya? drpd dulu mending sekarang \n#programbadja\n#debat2pilkadadki \n#ahokdjarot \n#tetapahokdjarot\u2026 
Non_HS,#debat2pilkadadki kepadapaslon:\n1.kembali k barak(dasarcalonkarbitan\n2.kembali k balai kota(gubernurbeneran\n3.kembali k kampus(dosenbeneran
Non_HS,rt @teddygusnaidi: para pemuja-pemuji @agusyudhoyono kalau msh juga memuji ini keterlaluan... mbok ya kalau tugas boleh tapi realistis\u2026 
Non_HS,rt @tweetparpol: ini harga per-berita wartawan yang dipelihara oleh pdip https:\/\/t.co\/e1s4uozeo7\n\n #debat2pilkadadki
Non_HS,rt @robertindo1: beda konsep pembangunan jakarta #ahokdjarot vs ahy. #pilkadadki2017 #debat2pilkadadki @partaisocmed @temanahok\u2026 
Non_HS,@kompastv #debat2pilkadadki ahok jarot krn sdh terbukti sementara paslon 1 dan 3 hanya retorika dan masih dlm angan2.
Non_HS,rt @aniesbaswedan: ibu terima kasih atas doa dan kumpulan pelajaran yang telah membangun pemikiran karakter dan semangat untuk berju\u2026 
Non_HS,rt @rezathfc: ahok melerai sylvi dan anies the best moment of #debat2pilkadadki
Non_HS,pokoknya hari ini harus #semuacoblosaniessandi tapi tanggal 15feb #tetapahokdjarot #temanahok #debat2pilkadadki #ahokdjarothebat
Non_HS,rt @putrirochaena: kapolri minta masyarakat lihat video pidato ahok secara utuh https:\/\/t.co\/gd8iipxqh7 lewat @tribunnews
Non_HS,ketua mui minta ahok perjelas permintaan maafnya https:\/\/t.co\/nnqsv7jw6g
Non_HS,rt @yogadk: cadasss!!  mas agus keren nih! live mata najwa daripada gubernur kontroversi muluk \ud83d\ude04
Non_HS,rt @agusfansclub_: mas agus menanggapi pertanyaan mslh dinastidikatakan bhw dinasti itu konotasinya negatif &amp
Non_HS,@matanajwa mukaya agus merah bangettt cari dukungan penonton pula untuk dukung jwbannya wkwkw
Non_HS,mas agus yudhoyono tetap yang terbaiksemoga sukses di pilkada dki 2017
Non_HS,agus itu memang cerdas n jadi gugup najwa  #ahymatanajwa
Non_HS,membangun tanpa menyakiti\nanies-sandi cerdas santun &amp
Non_HS,"rt @ilc_tvonenews: \""ahok sudah meminta maaf artinya dia mengakui dirinya bersalah. tinggal proses hukum dijalankan\"" fadli zon #ilcahokmint\u2026"
Non_HS,malaysiakini ahok mohon maaf pertikai al quran ketika berkempen: bahagian siasatan jenayah polis mener... https:\/\/t.co\/anhu2ay6pw #prkdr
Non_HS,lensaindonesia: muhaimin iskandar: permintaan maaf ahok sangat kita hargai https:\/\/t.co\/xocrzt0isy via lensaindonesia
Non_HS,rt @agusfansclub_: tahun 2013saat live dg @matanajwa mas agus sama sekali tidak terpikir untuk terjun ke dunia politik #ahymatanajwa
Non_HS,langsung ke pancing mas agus? militer keluar :p\n#ahymatanajwa
Non_HS,rt @imadya: perhatikan tiap sandi jawab seluruh pertanyaan pasti ujung2nya nyambung ke lapangan pekerjaan. hanya menguasai itu saja #debat\u2026
Non_HS,rt @ronaldferdynand: hanya beliau yg berani menyatakan dirinya pelayan dan akan melayani masy dki sangat mulia terima kasih pak @basuki_b\u2026
Non_HS,rt @jalanislam: polri minta masyarakat ikut awasi proses hukum kasus ahok  https:\/\/t.co\/ztsnwj1oco
Non_HS,rt @kompascom: polisi cari saksi yang dengar langsung pernyataan ahok di pulau seribu. https:\/\/t.co\/syhm2ehvjh
Non_HS,rt @harihariono1: ini jg bs jd teman ngopi : \nkapolri minta masyarakat lihat video pidato ahok secara utuh https:\/\/t.co\/yxu9gwoyah via @tri\u2026
Non_HS,hooo ada agus yudhoyono di mata najwa.\nemang gagah sih.\n\n#lostfocus
Non_HS,semoga tdk ada penyesalan stlh resign dr tni mas agus yudhoyono. politik bukan dunia anda. tni lbh mbutuhkanmu..passion mu dsana.
Non_HS,rt @amysungkono: cb pake ini aja bisa sambil ngintip mas agus... @mbakchin https:\/\/t.co\/hxsc6wuwgw
Non_HS,rt @matanajwa: telah hadir di studio agus harimurti yudhoyono bakal calon gubernur dki jakarta yang diusung partai demokrat ppp pkb &amp
Non_HS,rt @agusfansclub_: tahun 2013saat live dg @matanajwa mas agus sama sekali tidak terpikir untuk terjun ke dunia politik #ahymatanajwa
Non_HS,@alonkii ya kalo belum kan tinggal bilang aja mz agus yudhoyono itu diundang kok sama mata najwa 
Non_HS,presiden...kapolri...gub dki paling top selama gw jd warga dki...\ud83d\udcaa\ud83c\udfff gbu all bapak2 \ud83d\ude4f\ud83c\udffb https:\/\/t.co\/hycdj80qp5
Non_HS,rt @temanahok: suka ga suka ahok yg ajarin kita utk mantau rapat2nya di youtube. kalau niat jelek mah buat apa? toh kita ga minta.\n#basuki\u2026
Non_HS,"rt @dimas_wid: aamiin\""@aswhyshoanx07: mudah2an daerah2 yg lain segera menyusul laporannya.\naamin!!! https:\/\/t.co\/i45pjdkygo\"""
Non_HS,rt @wito_karyono: cerita mengharukan koh anton medan terhadap koh ahok: ahok patriot bangsa indonesia yang islami meski bukan islam \n https\u2026
Non_HS,rt @triwul82: ini imbauan ahok supaya pemilik klub malam di jakarta tak ditutup usahanya https:\/\/t.co\/lkfxvd0lvl via @tribunnews
Non_HS,rt @rahmath50970648: mereka senang karena di hargai oleh pak ahok\nmereka bangga hidupnya berubah\ntanpa mereka semua jakarta bagaikan tum\u2026 
Non_HS,rt @redirostartup: pengakuan nelayan ini ungkap jasa besar ahok dibalik kisruh reklamasi\nhttps:\/\/t.co\/8wqq7fhbsa
Non_HS,rt @relagussylvi: sobat relasi jgn lupa saksikan live talkshow mas agus harimurti yudhoyono di @matanajwa mlm ini pkl 20.05 wib di\u2026 
Non_HS,alasan anies sering turun ke masyarakat meski belum masa kampanye https:\/\/t.co\/rxuo4cwhkk
Non_HS,mas agus yudhoyono kok keliatan lebih ganteng yah malam ini di @matanajwa?
Non_HS,rt @dimasprakbar: najwa kepengen memposisikan agus seperti mantan gub dki yg janji 5 tahun mimpin dki ternyata malah nyapres. gitu lho. nge\u2026
Non_HS,cuci mata sesimple mantengin mas agus di mata najwa. awww~
Non_HS,agus yudhoyono ternyata lebih lugas dan tegas dalam menjawab dibanding sang bapak sby yg selalu hati-hati dlm menjawab keren\n#ahymatanajwa
Non_HS,rt @menjawablah: selama mas jomo msh jadi kusirnya...temtu doi ga boleh disentuh... lbh baik kita rapatkan barisan thd islam2 yg m\u2026 
Non_HS,rt @pujisyukur361: jkw \u2013 ahok keduanya seperti dua sejoli  yang sering bentrok dengan  rakyat . bukankah sejatinya pemimpin itu member\u2026 
Non_HS,kibas-kibas rambut lihat mas agus #ahymatanajwa
Non_HS,kaya jaman mos sekolah \ud83d\ude1d\nkangen nis... (with anies) [pic] \u2014 https:\/\/t.co\/lqc7rogmdi
Non_HS,rt @rinjanijb: hahaha..\njadi yg dukung anies sandi sekarang sdh ga anti china lagi ya.. ?\nsdh dpt hidayah rupanya..\u263a https:\/\/t.co\/7jw81r6zlk
Non_HS,rt @karizunique: menarik banget nih perbincangan di @matanajwa pertanyaan cerdas dari mbak najwa sanggup diimbangi agus yudhoyono :d
Non_HS,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini: ahok menjelaskan alasan gagalnya pemban... https:\/\/t.co\/irnji8oiet
Non_HS,rt @karizunique: menarik banget nih perbincangan di @matanajwa pertanyaan cerdas dari mbak najwa sanggup diimbangi agus yudhoyono :d
Non_HS,rt @gunromli: hasil kerja ahok-djarot dlm bidang ekonomi https:\/\/t.co\/vdri0nv7qb
Non_HS,telah hadir di studio agus harimurti yudhoyono bakal calon gubernur dki jakarta yg diusung partai demokrat ppp pkb &amp
Non_HS,@bejanawaktu serius kak? soalnya menurutku si ay (agus yudhoyono) ini...belum mantep tp bisa gitu jawab2in. pdhl najwa nusuknya dalem.
Non_HS,mas agus idolaku! leo banget bawaannya!
Non_HS,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini: ahok menjelaskan alasan gagalnya pemban... https:\/\/t.co\/oiswd8joia
Non_HS,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini: ahok menjelaskan alasan gagalnya pemban... https:\/\/t.co\/m3vfpatugg
Non_HS,rt @dimas_wid: keliatan kok najwa yg gelisah...smua pertanyaan dijawab sg cerdas oleh mas agus.. jawab cerdas dan akurat kok dibilang emosi\u2026
Non_HS,"rt\""@tbayupatti: dulu saya suka yusuf mansyur muda berakhlak mulia dan agamis tapi sekarang.hemsss speechless deh\ufffd\ufffd https:\/\/t.co\/pwavsamsdk\"""
Non_HS,rt @relagussylvi: sobat relasi jgn lupa saksikan live talkshow mas agus harimurti yudhoyono di @matanajwa mlm ini pkl 20.05 wib di\u2026 
Non_HS,ahy sdh berkunjung ke tempo dan wawancara skr anies - sandi. ahok - djarot coming soon kayanya? https:\/\/t.co\/ixus4unei3
Non_HS,tegakkan hukum dan keadilan terhadap ahok sebagai pelaku penghinaan al-qur\u2019an dan ulama https:\/\/t.co\/p7iyjetioh
Non_HS,hidup misteri men kita tidak akan tau akan seperti apa\njalan hidup kita kedepannya  ngeri - ngeri sedap mas\nagus yudhoyono kerenss
Non_HS,tanpa pandang bulu ahok bongkar lahan hotel untuk normalisasi kali krukut: https:\/\/t.co\/jtd2afiit3 via @youtube
Non_HS,heboh!! ahok tutup diskotik yang terbukti edarkan narkoba berita terbaru ahok: https:\/\/t.co\/9i6jypxoer via @youtube
Non_HS,'celah korupsi habis' fadli zon : jokowi hadir di ott pungli kemenhub mau menutupi isu ahok: https:\/\/t.co\/cedm2oyhvs via @youtube
Non_HS,rt @okezonenews: ahok sudah minta maaf rachmawati: proses hukum harus jalan https:\/\/t.co\/xosl2pszbt https:\/\/t.co\/3ko0rf6jnh
Non_HS,habiburokhman : kalau ahok ikhlas saya ajak rekan rekan maafkan dia berita terbaru hari ini: https:\/\/t.co\/cupyoppaak via @youtube
Non_HS,keberuntungan jokowi dan ahok dapat istri idaman seperti ini berita terbaru hari ini: https:\/\/t.co\/ij5o1f82m7 via @youtube
Non_HS,mas agus cerdas rek mantap mas @agusyudhoyono  #ahymatanajwa
Non_HS,rt @nusanewscom: ahok dibela megawati soal gaya bicaranya yang kasar ustaz yusuf mansur: orang bangka belitung santun-santun https:\/\/t.co\/\u2026
Non_HS,mestinya pilkada dki ini dpercepat aja gosah nunggu pilkada serentak biar ga nimbulin masalah smua krn ahok...kl cagubnya bkn ahok ga rame!
Non_HS,\u2192 soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/61l0ipdfdo
Non_HS,rt @dimasprakbar: najwa kepengen memposisikan agus seperti mantan gub dki yg janji 5 tahun mimpin dki ternyata malah nyapres. gitu lho. nge\u2026
Non_HS,@matanajwa #matanajwa prtanyaan to agus: apa yg mnjadi keyakinan diri untk bisa mnjadi gub selain diusung 3 parpol?
Non_HS,rt @matanajwa: telah hadir di studio agus harimurti yudhoyono bakal calon gubernur dki jakarta yang diusung partai demokrat ppp pkb &amp
Non_HS,rt @hadi_adhdhaifah: agus yudhoyono ternyata lebih lugas dan tegas dalam menjawab dibanding sang bapak sby yg selalu hati-hati dlm menjawab\u2026
Non_HS,wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno https:\/\/t.co\/g25yjzudri .
Non_HS,. soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu: jakarta-penyelidi... https:\/\/t.co\/pgmgbs7jh6
Non_HS,. wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno: jakarta-rachmawati soekarnoputri men... https:\/\/t.co\/ttdkzxdaj6
Non_HS,soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/bkfxocwbvr
Non_HS,rt @kompascom: rachmawati soekarnoputri nyatakan dukungan untuk anies-sandi. https:\/\/t.co\/jtillmwngk
Non_HS,soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/qdtx0yqku3
Non_HS,wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno https:\/\/t.co\/axhdupfuvs
Non_HS,kepoin calgub dki di #matanajwa dlu..\ud83d\ude0d\nedisi bertaruh di jakarta by agus hy
Non_HS,ahok jelaskan alasan puluhan sekolah di dki gagal dibangun tahun ini: ahok menjelaskan alasan gagalnya pemban... https:\/\/t.co\/mz9iqr5k4b
Non_HS,[ soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/ecwsab6y6k
Non_HS,[ wajar rachmawati tersinggung megawati bawa ahok ke makam bung karno https:\/\/t.co\/jlo3vekzdy
Non_HS,soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/wf22fftbh5
Non_HS,soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu: jakarta-penyelidik ... https:\/\/t.co\/6k69fx3p48
Non_HS,bagi mas agus menjadi gub adlh panggilan terbesar dlm hidupnyakrn beliau mrsa mjd calon alternatif utk mjd jakarta lbh baik #ahymatanajwa
Non_HS,soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/mtvuc3mqim
Non_HS,soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/owgantgeya
Non_HS,wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno https:\/\/t.co\/cubxqvpxvp
Non_HS,wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno https:\/\/t.co\/1z11iltmki
Non_HS,rt @metro_tv: anda bisa mengikuti @matanajwa yang menghadirkan agus harimurti yudhoyono lwt live streaming di\u2026 
Non_HS,rt @agusfansclub_: bagi mas agus menjadi gub adlh panggilan terbesar dlm hidupnyakrn beliau mrsa mjd calon alternatif utk mjd jakarta lbh\u2026
Non_HS,soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/odml53saxi
Non_HS,wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno https:\/\/t.co\/qft6ncbihj
Non_HS,+ wajar rachmawati tersinggung megawati bawa ahok ke makam bung karno https:\/\/t.co\/02gywxmy5g
Non_HS,wajar rachmawati tersinggung megawati bawa  ahok ke makam bung karno https:\/\/t.co\/bsp0ztktnq
Non_HS,rt @yunantyoadi: ahok benar al maidah 51 itu terkait konteks perang bukan konteks pilkada. kalau ada yg mengkaitkan pilkada berar\u2026 
Non_HS,soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/p9z1jdpxc7
Non_HS,selain ahok ni pada minta maaf dong. betul kata dgln. https:\/\/t.co\/4smjv8lgyn
Non_HS,rt @agusfansclub_: dan mas agus ikut dlm konstetasi politik karena dicalonkan oleh beberapa partai dan benar2 tidak pernah diduga sebelumny\u2026
Non_HS,ahok agus dan anies adu program tata ruang dki ini perbandingannya https:\/\/t.co\/tgooq6ex9j https:\/\/t.co\/bngrwjo16q
Non_HS,soal quran polisi harus cari saksi yang dengar langsung pernyataan ahok di pulau seribu https:\/\/t.co\/126winay3k
Non_HS,najwa nanyanya pinter banget agus jawabnya nggak kalah pinter.
Non_HS,rt @detikcom: ahok agus dan anies adu program tata ruang dki ini perbandingannya https:\/\/t.co\/tgooq6ex9j https:\/\/t.co\/bngrwjo16q
Non_HS,rt @aangku: konteksnya mungkin sama dalam kasus ahok. publik tidak rela dg pendapat ahok soal qs al maidah :) https:\/\/t.co\/dr7apegmf1
Non_HS,ahok sophia latjuba dan tim sukses makan malam dan rapat di rumah dinas\u2026 https:\/\/t.co\/z21brivbgf https:\/\/t.co\/kpmic8lxep
Non_HS,rt @yusrilihza_mhd: ahok minta maaf pakar: \u201cproses hukum jalan terus tak ada hubungannya dengan minta maaf\u201d - salam online https:\/\/t.co\/t\u2026
Non_HS,rt @detikcom: ahok agus dan anies adu program tata ruang dki ini perbandingannya https:\/\/t.co\/tgooq6ex9j https:\/\/t.co\/bngrwjo16q
Non_HS,rt @agusfansclub_: mas agus menyatakan bahwa saat ini beliau hrs menyesuaikan kondisi saat ini (politik) &amp
Non_HS,rt @agusfansclub_: mas agus menanggapi pertanyaan @matanajwa ttg kutipan rekaman 2013 beliau menjawab mas agus tetap konsisten. #ahymatana\u2026
Non_HS,"rt @ilc_tvonenews: \""dulu saat mhs ui minta maaf sehubungan video penolakan ahok dia bilang tak cukup hny minta maaf. ahok kemakan omongann\u2026"
Non_HS,rt @detikcom: ahok agus dan anies adu program tata ruang dki ini perbandingannya https:\/\/t.co\/tgooq6ex9j https:\/\/t.co\/bngrwjo16q
Non_HS,rt @dennyja_world: saya melihat data lsi soal pilkada dki yang mengejutkan (survei okt 2016): ahok potensial kalah!
Non_HS,dianggap sudah buktikan kinerja abdee: slank dari dulu dukung ahok https:\/\/t.co\/yao8b2pvoo https:\/\/t.co\/fw3rshdhxp
Non_HS,agus yudhoyono ini karirnya lagi bagus-bagusnya di ranah militer langsung memutuskan belok ke cagub ini pertanyaan banget sebenernya ya?
